class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21
One,0.3655729293823242,0.7462570667266846,0.0,0.3513564169406891,0.6344411373138428,0.039597079157829285,0.3760729432106018,0.538646936416626,0.052105437964200974,0.4212745130062103,0.49872010946273804,0.05375964939594269,0.46357911825180054,0.49424299597740173,0.05416582152247429,0.38488733768463135,0.4711780548095703,0.03898229822516441,0.39125150442123413,0.3631817102432251,0.03393648937344551,0.39868229627609253,0.29134300351142883,0.03137931972742081,0.4051540791988373,0.23554745316505432,0.030557701364159584,0.4248056709766388,0.48044872283935547,0.00719579728320241,0.4613552987575531,0.36083686351776123,0.005571288987994194,0.4885329008102417,0.2892451882362366,0.006718993186950684,0.5078637003898621,0.2338709831237793,0.006332214456051588,0.4666149914264679,0.5123887658119202,-0.024776212871074677,0.5108429789543152,0.3998192548751831,-0.03024979680776596,0.5365008115768433,0.33446598052978516,-0.029632259160280228,0.5551499128341675,0.28419044613838196,-0.029832540079951286,0.5060194730758667,0.5607720613479614,-0.05525584891438484,0.5347332954406738,0.47591814398765564,-0.06060868874192238,0.5462400913238525,0.431079626083374,-0.05967298895120621,0.5577628016471863,0.395519495010376,-0.05900309979915619
One,0.3655729293823242,0.7462570667266846,0.0,0.3513564169406891,0.6344411373138428,0.039597079157829285,0.3760729432106018,0.538646936416626,0.052105437964200974,0.4212745130062103,0.49872010946273804,0.05375964939594269,0.46357911825180054,0.49424299597740173,0.05416582152247429,0.38488733768463135,0.4711780548095703,0.03898229822516441,0.39125150442123413,0.3631817102432251,0.03393648937344551,0.39868229627609253,0.29134300351142883,0.03137931972742081,0.4051540791988373,0.23554745316505432,0.030557701364159584,0.4248056709766388,0.48044872283935547,0.00719579728320241,0.4613552987575531,0.36083686351776123,0.005571288987994194,0.4885329008102417,0.2892451882362366,0.006718993186950684,0.5078637003898621,0.2338709831237793,0.006332214456051588,0.4666149914264679,0.5123887658119202,-0.024776212871074677,0.5108429789543152,0.3998192548751831,-0.03024979680776596,0.5365008115768433,0.33446598052978516,-0.029632259160280228,0.5551499128341675,0.28419044613838196,-0.029832540079951286,0.5060194730758667,0.5607720613479614,-0.05525584891438484,0.5347332954406738,0.47591814398765564,-0.06060868874192238,0.5462400913238525,0.431079626083374,-0.05967298895120621,0.5577628016471863,0.395519495010376,-0.05900309979915619
One,0.3655729293823242,0.7462570667266846,0.0,0.3513564169406891,0.6344411373138428,0.039597079157829285,0.3760729432106018,0.538646936416626,0.052105437964200974,0.4212745130062103,0.49872010946273804,0.05375964939594269,0.46357911825180054,0.49424299597740173,0.05416582152247429,0.38488733768463135,0.4711780548095703,0.03898229822516441,0.39125150442123413,0.3631817102432251,0.03393648937344551,0.39868229627609253,0.29134300351142883,0.03137931972742081,0.4051540791988373,0.23554745316505432,0.030557701364159584,0.4248056709766388,0.48044872283935547,0.00719579728320241,0.4613552987575531,0.36083686351776123,0.005571288987994194,0.4885329008102417,0.2892451882362366,0.006718993186950684,0.5078637003898621,0.2338709831237793,0.006332214456051588,0.4666149914264679,0.5123887658119202,-0.024776212871074677,0.5108429789543152,0.3998192548751831,-0.03024979680776596,0.5365008115768433,0.33446598052978516,-0.029632259160280228,0.5551499128341675,0.28419044613838196,-0.029832540079951286,0.5060194730758667,0.5607720613479614,-0.05525584891438484,0.5347332954406738,0.47591814398765564,-0.06060868874192238,0.5462400913238525,0.431079626083374,-0.05967298895120621,0.5577628016471863,0.395519495010376,-0.05900309979915619
One,0.3655729293823242,0.7462570667266846,0.0,0.3513564169406891,0.6344411373138428,0.039597079157829285,0.3760729432106018,0.538646936416626,0.052105437964200974,0.4212745130062103,0.49872010946273804,0.05375964939594269,0.46357911825180054,0.49424299597740173,0.05416582152247429,0.38488733768463135,0.4711780548095703,0.03898229822516441,0.39125150442123413,0.3631817102432251,0.03393648937344551,0.39868229627609253,0.29134300351142883,0.03137931972742081,0.4051540791988373,0.23554745316505432,0.030557701364159584,0.4248056709766388,0.48044872283935547,0.00719579728320241,0.4613552987575531,0.36083686351776123,0.005571288987994194,0.4885329008102417,0.2892451882362366,0.006718993186950684,0.5078637003898621,0.2338709831237793,0.006332214456051588,0.4666149914264679,0.5123887658119202,-0.024776212871074677,0.5108429789543152,0.3998192548751831,-0.03024979680776596,0.5365008115768433,0.33446598052978516,-0.029632259160280228,0.5551499128341675,0.28419044613838196,-0.029832540079951286,0.5060194730758667,0.5607720613479614,-0.05525584891438484,0.5347332954406738,0.47591814398765564,-0.06060868874192238,0.5462400913238525,0.431079626083374,-0.05967298895120621,0.5577628016471863,0.395519495010376,-0.05900309979915619
One,0.3655729293823242,0.7462570667266846,0.0,0.3513564169406891,0.6344411373138428,0.039597079157829285,0.3760729432106018,0.538646936416626,0.052105437964200974,0.4212745130062103,0.49872010946273804,0.05375964939594269,0.46357911825180054,0.49424299597740173,0.05416582152247429,0.38488733768463135,0.4711780548095703,0.03898229822516441,0.39125150442123413,0.3631817102432251,0.03393648937344551,0.39868229627609253,0.29134300351142883,0.03137931972742081,0.4051540791988373,0.23554745316505432,0.030557701364159584,0.4248056709766388,0.48044872283935547,0.00719579728320241,0.4613552987575531,0.36083686351776123,0.005571288987994194,0.4885329008102417,0.2892451882362366,0.006718993186950684,0.5078637003898621,0.2338709831237793,0.006332214456051588,0.4666149914264679,0.5123887658119202,-0.024776212871074677,0.5108429789543152,0.3998192548751831,-0.03024979680776596,0.5365008115768433,0.33446598052978516,-0.029632259160280228,0.5551499128341675,0.28419044613838196,-0.029832540079951286,0.5060194730758667,0.5607720613479614,-0.05525584891438484,0.5347332954406738,0.47591814398765564,-0.06060868874192238,0.5462400913238525,0.431079626083374,-0.05967298895120621,0.5577628016471863,0.395519495010376,-0.05900309979915619
One,0.3655729293823242,0.7462570667266846,0.0,0.3513564169406891,0.6344411373138428,0.039597079157829285,0.3760729432106018,0.538646936416626,0.052105437964200974,0.4212745130062103,0.49872010946273804,0.05375964939594269,0.46357911825180054,0.49424299597740173,0.05416582152247429,0.38488733768463135,0.4711780548095703,0.03898229822516441,0.39125150442123413,0.3631817102432251,0.03393648937344551,0.39868229627609253,0.29134300351142883,0.03137931972742081,0.4051540791988373,0.23554745316505432,0.030557701364159584,0.4248056709766388,0.48044872283935547,0.00719579728320241,0.4613552987575531,0.36083686351776123,0.005571288987994194,0.4885329008102417,0.2892451882362366,0.006718993186950684,0.5078637003898621,0.2338709831237793,0.006332214456051588,0.4666149914264679,0.5123887658119202,-0.024776212871074677,0.5108429789543152,0.3998192548751831,-0.03024979680776596,0.5365008115768433,0.33446598052978516,-0.029632259160280228,0.5551499128341675,0.28419044613838196,-0.029832540079951286,0.5060194730758667,0.5607720613479614,-0.05525584891438484,0.5347332954406738,0.47591814398765564,-0.06060868874192238,0.5462400913238525,0.431079626083374,-0.05967298895120621,0.5577628016471863,0.395519495010376,-0.05900309979915619
One,0.3655729293823242,0.7462570667266846,0.0,0.3513564169406891,0.6344411373138428,0.039597079157829285,0.3760729432106018,0.538646936416626,0.052105437964200974,0.4212745130062103,0.49872010946273804,0.05375964939594269,0.46357911825180054,0.49424299597740173,0.05416582152247429,0.38488733768463135,0.4711780548095703,0.03898229822516441,0.39125150442123413,0.3631817102432251,0.03393648937344551,0.39868229627609253,0.29134300351142883,0.03137931972742081,0.4051540791988373,0.23554745316505432,0.030557701364159584,0.4248056709766388,0.48044872283935547,0.00719579728320241,0.4613552987575531,0.36083686351776123,0.005571288987994194,0.4885329008102417,0.2892451882362366,0.006718993186950684,0.5078637003898621,0.2338709831237793,0.006332214456051588,0.4666149914264679,0.5123887658119202,-0.024776212871074677,0.5108429789543152,0.3998192548751831,-0.03024979680776596,0.5365008115768433,0.33446598052978516,-0.029632259160280228,0.5551499128341675,0.28419044613838196,-0.029832540079951286,0.5060194730758667,0.5607720613479614,-0.05525584891438484,0.5347332954406738,0.47591814398765564,-0.06060868874192238,0.5462400913238525,0.431079626083374,-0.05967298895120621,0.5577628016471863,0.395519495010376,-0.05900309979915619
One,0.3655729293823242,0.7462570667266846,0.0,0.3513564169406891,0.6344411373138428,0.039597079157829285,0.3760729432106018,0.538646936416626,0.052105437964200974,0.4212745130062103,0.49872010946273804,0.05375964939594269,0.46357911825180054,0.49424299597740173,0.05416582152247429,0.38488733768463135,0.4711780548095703,0.03898229822516441,0.39125150442123413,0.3631817102432251,0.03393648937344551,0.39868229627609253,0.29134300351142883,0.03137931972742081,0.4051540791988373,0.23554745316505432,0.030557701364159584,0.4248056709766388,0.48044872283935547,0.00719579728320241,0.4613552987575531,0.36083686351776123,0.005571288987994194,0.4885329008102417,0.2892451882362366,0.006718993186950684,0.5078637003898621,0.2338709831237793,0.006332214456051588,0.4666149914264679,0.5123887658119202,-0.024776212871074677,0.5108429789543152,0.3998192548751831,-0.03024979680776596,0.5365008115768433,0.33446598052978516,-0.029632259160280228,0.5551499128341675,0.28419044613838196,-0.029832540079951286,0.5060194730758667,0.5607720613479614,-0.05525584891438484,0.5347332954406738,0.47591814398765564,-0.06060868874192238,0.5462400913238525,0.431079626083374,-0.05967298895120621,0.5577628016471863,0.395519495010376,-0.05900309979915619
One,0.3655729293823242,0.7462570667266846,0.0,0.3513564169406891,0.6344411373138428,0.039597079157829285,0.3760729432106018,0.538646936416626,0.052105437964200974,0.4212745130062103,0.49872010946273804,0.05375964939594269,0.46357911825180054,0.49424299597740173,0.05416582152247429,0.38488733768463135,0.4711780548095703,0.03898229822516441,0.39125150442123413,0.3631817102432251,0.03393648937344551,0.39868229627609253,0.29134300351142883,0.03137931972742081,0.4051540791988373,0.23554745316505432,0.030557701364159584,0.4248056709766388,0.48044872283935547,0.00719579728320241,0.4613552987575531,0.36083686351776123,0.005571288987994194,0.4885329008102417,0.2892451882362366,0.006718993186950684,0.5078637003898621,0.2338709831237793,0.006332214456051588,0.4666149914264679,0.5123887658119202,-0.024776212871074677,0.5108429789543152,0.3998192548751831,-0.03024979680776596,0.5365008115768433,0.33446598052978516,-0.029632259160280228,0.5551499128341675,0.28419044613838196,-0.029832540079951286,0.5060194730758667,0.5607720613479614,-0.05525584891438484,0.5347332954406738,0.47591814398765564,-0.06060868874192238,0.5462400913238525,0.431079626083374,-0.05967298895120621,0.5577628016471863,0.395519495010376,-0.05900309979915619
One,0.3655729293823242,0.7462570667266846,0.0,0.3513564169406891,0.6344411373138428,0.039597079157829285,0.3760729432106018,0.538646936416626,0.052105437964200974,0.4212745130062103,0.49872010946273804,0.05375964939594269,0.46357911825180054,0.49424299597740173,0.05416582152247429,0.38488733768463135,0.4711780548095703,0.03898229822516441,0.39125150442123413,0.3631817102432251,0.03393648937344551,0.39868229627609253,0.29134300351142883,0.03137931972742081,0.4051540791988373,0.23554745316505432,0.030557701364159584,0.4248056709766388,0.48044872283935547,0.00719579728320241,0.4613552987575531,0.36083686351776123,0.005571288987994194,0.4885329008102417,0.2892451882362366,0.006718993186950684,0.5078637003898621,0.2338709831237793,0.006332214456051588,0.4666149914264679,0.5123887658119202,-0.024776212871074677,0.5108429789543152,0.3998192548751831,-0.03024979680776596,0.5365008115768433,0.33446598052978516,-0.029632259160280228,0.5551499128341675,0.28419044613838196,-0.029832540079951286,0.5060194730758667,0.5607720613479614,-0.05525584891438484,0.5347332954406738,0.47591814398765564,-0.06060868874192238,0.5462400913238525,0.431079626083374,-0.05967298895120621,0.5577628016471863,0.395519495010376,-0.05900309979915619
